area,floors,slab_thickness,beam_density_factor,column_density_factor,soil_type,sbc_value,seismic_zone,concrete_grade,steel_grade,cement_price_index,steel_price_index,sand_rate,aggregate_rate,labor_rate,location_multiplier,steel_factor,wastage_factor,design_efficiency_factor,contractor_efficiency_score,concrete_volume,steel_quantity,cement_bags,total_cost,cost_per_sqm
452.86,1,0.165,1.267,0.888,4,206.85,4,30,415,336.85,64.76,50.42,39.91,418.88,1.128,117.01,1.039,0.916,1.102,101.731,11903.64,1389.19,1617621.77,3572.01
427.94,3,0.164,1.242,1.105,4,273.65,3,20,500,369.33,59.03,68.01,50.47,605.14,1.147,97.69,1.066,0.923,0.9,295.02,27955.331,2380.57,3949030.09,9227.9
467.81,4,0.153,1.134,1.003,1,138.07,4,25,415,330.23,64.09,49.88,45.13,704.03,1.055,141.58,1.033,0.977,0.949,360.506,51041.13,3999.86,6904767.45,14759.81
384.96,5,0.125,1.294,1.144,1,128.76,3,25,415,388.9,69.13,41.02,52.62,767.69,1.194,128.02,1.047,0.944,1.121,324.877,41591.708,3604.54,6676466.54,17343.21
392.02,4,0.194,1.258,1.146,4,204.83,5,30,500,359.61,50.85,65.71,38.6,552.0,1.114,146.96,1.045,0.967,0.871,401.138,57181.022,5477.74,6910298.93,17627.31
404.26,4,0.135,1.153,1.101,1,155.41,3,20,500,375.56,74.71,50.63,44.77,569.49,1.269,118.97,1.066,0.993,0.994,282.344,32583.275,2278.28,4677909.33,11571.57
353.86,5,0.17,0.967,0.82,4,247.74,5,30,500,314.06,59.46,46.72,39.09,548.07,0.937,140.37,1.034,1.059,1.062,341.697,46526.306,4666.04,5601385.58,15829.34
129.18,3,0.141,0.933,1.094,2,165.96,4,20,415,359.66,44.43,51.02,40.99,694.13,1.074,109.73,1.043,0.985,0.971,68.239,7488.145,550.63,843468.35,6529.24
129.98,2,0.118,1.078,1.162,4,286.15,3,25,415,368.36,52.73,51.75,39.24,712.26,1.011,100.01,1.036,1.008,0.95,37.92,3792.255,420.73,548329.28,4218.53
275.16,4,0.12,1.047,0.93,2,206.1,5,30,500,410.84,62.25,43.89,46.09,575.62,0.914,131.25,1.054,0.989,1.086,166.115,21148.603,2268.39,2874038.08,10444.9
360.77,1,0.128,1.039,0.958,2,195.45,4,25,415,399.03,68.61,59.75,51.12,666.67,1.029,105.56,1.064,1.072,1.092,54.012,5701.493,599.27,868396.54,2407.06
63.37,3,0.112,1.111,1.258,3,242.94,2,20,415,377.43,73.68,62.44,46.69,735.14,1.227,100.72,1.057,0.921,1.094,29.495,2970.743,238.0,451716.55,7127.89
295.88,1,0.164,1.007,0.926,1,107.46,2,30,500,410.49,68.03,61.98,44.56,547.97,0.97,100.84,1.048,0.944,1.119,63.457,6207.146,866.53,1014718.94,3429.48
449.21,1,0.189,1.131,1.218,3,236.09,3,30,415,484.9,57.21,54.12,44.35,557.64,1.01,96.47,1.038,1.099,1.065,97.18,9374.674,1327.04,1550221.21,3450.99
106.71,5,0.162,0.899,0.858,3,192.8,2,25,415,485.4,64.14,48.57,34.34,735.59,1.28,116.76,1.079,0.936,0.863,115.482,13483.638,1281.28,2097428.71,19655.69
190.83,3,0.178,1.234,1.26,4,286.75,5,20,415,362.0,61.06,50.82,49.14,727.31,1.141,104.59,1.052,0.966,1.125,135.52,14173.996,1093.53,1690609.78,8859.47
494.04,3,0.143,1.199,1.281,4,237.02,2,20,415,361.54,64.9,58.18,46.92,566.12,1.269,105.98,1.071,1.073,0.857,257.728,27313.904,2079.65,3808147.97,7708.22
197.99,1,0.128,0.999,1.05,3,165.43,2,20,415,323.71,73.97,58.27,37.93,738.24,0.909,116.89,1.059,1.093,0.96,29.157,3408.045,235.27,441009.58,2227.4
62.94,2,0.12,1.093,0.9,2,167.29,3,25,415,387.6,56.06,39.25,40.48,664.06,1.038,109.48,1.05,1.053,1.026,17.782,1946.676,197.29,297891.93,4733.21
357.64,3,0.163,1.035,1.021,2,198.11,3,30,415,465.24,57.42,59.36,49.94,651.26,0.912,114.78,1.075,0.983,1.148,226.207,25963.649,3088.97,3582616.8,10017.44
492.19,5,0.102,0.992,1.161,2,175.08,2,25,415,358.47,74.46,47.37,56.08,577.33,0.999,129.36,1.059,0.947,0.957,333.879,43191.066,3704.42,6278838.98,12757.03
153.8,3,0.112,1.199,0.999,4,276.36,2,20,500,379.13,59.42,54.78,45.06,670.08,0.931,94.11,1.064,1.084,0.998,60.941,5563.097,491.74,849696.68,5524.8
147.23,4,0.178,1.126,0.862,2,133.17,4,25,500,388.93,52.29,56.78,48.66,722.25,0.923,129.79,1.045,1.091,0.962,118.796,14955.378,1318.05,1899930.57,12904.48
244.35,4,0.18,1.045,1.174,1,110.63,4,25,415,361.43,64.47,64.92,40.1,584.23,0.921,126.39,1.044,0.979,1.047,224.89,28423.354,2495.17,3487177.6,14271.41
291.16,1,0.169,1.252,0.936,2,180.72,2,20,415,293.31,94.74,53.21,44.15,730.85,0.958,95.53,1.075,1.043,1.088,61.001,5827.299,492.23,946083.37,3249.38
416.61,2,0.125,0.931,0.92,1,123.12,4,20,415,478.83,56.32,49.0,53.6,778.4,1.154,104.05,1.042,0.95,1.002,133.245,13864.315,1075.18,2485845.51,5966.83
497.07,3,0.144,1.227,0.947,1,140.81,3,20,415,424.3,68.88,52.51,40.39,577.8,1.208,94.42,1.075,1.012,1.14,274.09,25880.87,2211.68,3910709.69,7867.54
415.86,2,0.114,1.113,1.116,1,157.75,2,20,415,350.23,92.31,49.67,37.7,640.8,0.946,91.62,1.079,1.089,1.112,112.534,10310.641,908.05,1665840.83,4005.77
180.91,5,0.161,0.959,1.004,4,265.99,4,25,415,369.34,64.55,65.84,48.65,600.16,1.135,135.81,1.041,0.918,1.114,194.051,26354.562,2153.02,3244686.5,17935.51
403.78,3,0.154,0.984,1.188,3,201.74,2,25,500,340.46,57.04,44.86,44.83,708.82,1.101,105.89,1.05,1.05,0.927,222.197,22823.111,2465.3,3234352.45,8010.26
333.89,3,0.187,1.05,1.062,3,214.24,2,20,415,416.37,81.91,46.61,41.66,610.61,1.221,113.99,1.059,1.084,0.88,217.887,24837.47,1758.17,3428867.28,10269.39
270.93,1,0.177,1.219,0.873,2,212.15,4,25,500,321.45,48.08,56.55,39.85,669.56,1.201,116.44,1.041,0.913,0.984,64.994,7341.048,721.12,866331.22,3197.64
335.6,4,0.127,0.968,1.149,3,227.3,3,25,500,403.53,54.3,56.77,45.38,571.6,1.01,135.1,1.032,0.989,1.012,210.972,27646.683,2340.75,3455535.24,10296.6
247.89,4,0.107,1.153,1.149,1,148.19,5,25,415,400.05,74.38,46.09,46.93,527.42,1.126,149.87,1.078,0.942,0.988,146.953,22024.539,1630.46,3099459.72,12503.16
334.49,3,0.148,0.938,1.264,4,230.15,2,25,500,380.55,74.78,61.53,57.21,563.26,1.291,103.93,1.04,1.098,0.888,167.805,16917.481,1861.82,2802787.0,8379.17
381.57,4,0.17,0.945,1.091,3,234.43,5,25,415,421.71,64.02,39.76,30.46,632.62,1.245,107.21,1.069,1.057,1.1,309.497,33181.505,3433.91,4745626.68,12437.06
56.17,5,0.138,0.972,1.295,4,213.94,3,20,500,315.32,75.52,57.65,54.26,678.91,1.197,118.1,1.032,1.073,1.131,44.784,5130.28,361.37,633595.48,11279.01
327.31,3,0.199,1.043,0.897,1,144.99,5,30,415,383.49,57.8,65.91,35.79,743.25,0.973,103.32,1.056,0.992,0.871,245.126,25327.46,3347.32,4029198.14,12310.17
118.87,1,0.159,0.802,0.981,2,209.34,2,20,415,371.8,39.52,49.48,50.14,728.47,1.154,114.45,1.038,1.047,1.042,21.772,2491.771,175.68,267181.91,2247.65
201.49,1,0.194,1.24,1.127,3,250.02,2,20,500,484.68,61.42,60.27,44.43,586.38,1.214,93.14,1.037,1.051,0.994,46.79,4227.106,377.55,592761.13,2941.9
249.64,4,0.189,0.871,0.838,2,140.49,5,20,415,363.13,50.24,55.02,57.6,609.85,1.25,138.25,1.062,1.02,0.975,227.173,31407.632,1833.1,3102350.76,12427.44
487.51,4,0.153,1.027,0.933,2,204.69,4,25,415,342.9,53.97,51.2,54.94,618.12,0.942,127.01,1.035,0.936,1.124,387.199,49178.482,4296.01,5524877.4,11332.88
196.5,3,0.19,1.154,1.073,1,106.6,3,30,415,407.99,60.15,51.54,51.68,631.93,1.103,82.82,1.065,1.058,1.026,135.741,11241.429,1853.61,2014539.01,10251.89
418.69,4,0.149,1.024,1.288,2,173.06,3,25,415,345.24,64.15,49.25,41.66,715.64,1.269,106.87,1.056,0.994,1.042,320.019,34201.187,3550.64,5486006.45,13102.73
201.68,1,0.18,0.832,1.285,1,140.95,4,25,415,302.01,56.92,53.87,43.74,497.5,1.045,133.26,1.074,1.034,1.144,44.704,5957.394,496.0,603192.57,2990.89
153.2,4,0.153,0.974,0.988,2,173.58,5,25,415,362.16,56.49,43.83,43.03,699.3,1.116,141.7,1.068,0.984,0.927,119.849,16982.237,1329.74,2077482.85,13560.93
245.3,4,0.183,1.112,0.929,3,193.99,2,25,415,408.57,59.4,55.21,42.78,577.48,1.197,93.03,1.054,0.953,0.924,235.245,21885.495,2610.07,3382890.93,13790.63
90.44,5,0.17,1.27,1.149,3,228.38,2,20,415,376.49,56.79,64.8,35.44,568.74,1.285,123.33,1.039,0.928,0.859,105.093,12961.116,848.01,1596586.06,17653.75
418.69,2,0.135,0.868,1.256,3,226.09,5,30,415,432.96,77.89,57.14,38.08,634.75,1.215,114.91,1.069,1.009,0.968,142.448,16368.818,1945.2,3252457.85,7768.23
274.24,5,0.131,0.925,1.003,2,182.46,3,20,415,319.58,60.43,60.17,37.05,726.36,1.035,105.79,1.074,1.091,1.049,207.347,21934.618,1673.12,2900672.18,10577.02
359.39,2,0.177,1.277,1.133,4,252.84,5,25,500,341.54,47.36,54.43,35.66,699.68,0.939,120.25,1.073,0.978,1.112,170.447,19881.615,1891.13,2184567.69,6078.51
408.98,5,0.196,0.834,0.833,1,142.34,4,25,500,402.24,89.43,50.53,48.3,619.38,1.107,118.42,1.074,1.005,0.993,493.18,56649.805,5471.89,9886310.24,24172.96
234.01,3,0.139,1.299,0.816,2,166.27,2,25,415,408.98,68.15,57.54,51.37,761.36,1.148,107.64,1.034,1.075,0.957,112.11,12067.79,1243.87,1868440.39,7984.43
252.82,4,0.186,1.139,0.848,1,104.13,4,20,415,370.25,68.85,51.45,56.25,589.35,1.171,129.59,1.076,0.923,1.012,258.26,33469.137,2083.94,4119075.39,16292.43
164.1,3,0.158,0.906,1.034,2,178.37,3,25,500,308.1,71.75,52.96,49.44,673.95,0.958,130.64,1.072,1.08,0.866,90.311,11444.071,1002.01,1490356.94,9081.74
371.44,4,0.19,1.15,0.927,4,272.35,3,30,415,365.24,67.66,59.37,28.5,721.71,1.29,116.87,1.044,1.037,1.053,337.463,39440.313,4608.23,6292219.45,16939.92
424.52,5,0.194,0.94,1.094,2,156.92,4,25,415,273.12,61.59,51.14,51.98,661.8,1.154,153.88,1.079,0.997,1.09,527.126,81112.859,5848.52,8566704.73,20179.88
308.37,4,0.181,1.159,1.053,4,214.08,2,20,415,385.01,69.19,58.03,51.06,604.85,1.027,114.74,1.077,0.926,0.88,311.256,35712.391,2511.58,4546168.11,14742.64
67.37,5,0.112,0.922,1.239,2,212.07,4,20,415,381.44,40.86,56.67,38.38,714.48,1.232,133.85,1.039,0.918,0.985,51.042,6831.984,411.86,814482.6,12090.19
370.23,5,0.151,0.882,1.108,3,246.37,3,25,415,455.37,67.62,59.35,42.85,724.46,1.16,137.1,1.066,1.036,1.1,337.652,46291.008,3746.28,6932080.43,18723.88
350.09,4,0.193,0.91,1.094,2,185.66,3,20,500,392.29,54.54,40.87,45.14,513.28,0.917,96.8,1.041,0.979,1.145,338.791,31810.833,2733.76,3738121.53,10677.5
204.16,3,0.158,1.003,0.993,2,200.79,4,20,500,393.61,73.02,45.57,36.64,591.2,0.962,117.07,1.074,1.074,1.139,113.84,12927.655,918.6,1661185.52,8136.66
234.16,1,0.11,0.934,1.007,4,296.88,2,20,415,334.53,50.59,48.95,41.97,610.23,1.209,111.87,1.051,1.036,1.051,30.678,3431.834,247.55,429158.65,1832.79
272.84,3,0.161,1.241,0.942,4,256.93,5,30,415,382.69,68.96,53.64,44.14,826.97,1.287,120.88,1.071,1.045,1.111,162.34,19623.173,2216.84,3085319.78,11308.35
405.85,4,0.193,1.238,0.978,2,151.98,4,20,415,368.45,47.03,65.42,51.73,721.95,1.192,127.12,1.065,1.014,0.966,395.85,50319.545,3194.18,5227259.1,12879.64
356.28,5,0.147,1.172,1.222,4,263.88,5,30,500,404.83,58.35,64.33,42.94,693.47,0.988,117.12,1.032,0.926,1.097,355.345,40368.122,4852.42,6341885.61,17800.31
282.68,2,0.186,0.818,1.021,2,212.31,2,20,500,388.0,78.38,60.34,47.57,645.41,1.064,103.95,1.031,0.988,1.114,127.45,12851.342,1028.41,1747380.64,6181.52
412.48,5,0.102,0.881,0.904,3,229.01,4,25,415,403.47,56.75,56.51,54.07,672.9,0.943,125.31,1.031,1.076,0.992,233.713,29287.397,2593.07,4405276.3,10680.04
436.62,3,0.163,1.192,0.814,4,202.62,4,20,415,417.33,51.26,57.65,44.66,696.0,0.984,117.44,1.05,1.083,1.087,244.791,28748.959,1975.26,3084092.46,7063.55
73.31,5,0.198,1.265,0.835,2,212.54,3,20,415,381.62,56.2,46.7,43.13,649.41,0.988,112.3,1.066,1.057,1.123,87.361,9810.318,704.93,1040243.21,14190.25
81.42,4,0.113,0.85,1.104,3,235.37,5,20,500,391.98,55.27,64.46,43.96,552.47,1.196,123.84,1.03,1.081,0.907,41.32,4963.551,333.42,602868.91,7404.76
264.05,3,0.153,0.845,0.897,2,166.16,2,20,415,385.33,73.03,58.27,41.57,659.39,1.11,95.7,1.049,0.924,0.896,158.644,15182.703,1280.12,2395195.93,9070.95
401.73,5,0.11,1.168,1.197,1,159.25,2,20,415,386.87,74.88,68.95,35.9,621.85,1.116,132.25,1.074,0.95,0.971,303.08,40083.514,2445.6,5669678.11,14113.24
99.4,4,0.142,0.964,0.968,1,143.3,4,25,500,352.05,70.82,42.63,52.38,574.65,0.909,128.99,1.076,0.947,0.892,75.086,9394.458,833.09,1315563.82,13235.66
438.52,5,0.174,1.045,0.861,2,204.29,4,20,415,422.72,68.38,46.61,55.39,756.58,0.935,152.4,1.07,0.941,0.965,508.076,77431.308,4099.75,9317832.02,21248.12
111.76,3,0.186,0.86,1.006,4,294.32,4,20,415,396.03,53.63,56.52,47.76,644.51,1.112,111.27,1.033,0.928,1.096,81.179,9032.524,655.05,1010058.04,9037.69
362.97,1,0.187,1.209,0.949,1,102.37,3,20,415,399.56,65.41,74.28,43.35,575.66,1.249,105.63,1.045,1.054,1.12,80.669,8520.964,650.93,1109607.64,3057.06
411.49,2,0.178,1.227,1.217,2,199.7,2,20,415,428.18,63.18,45.28,49.35,522.11,1.024,112.17,1.045,0.966,0.973,194.045,21766.104,1565.78,2826860.71,6869.79
70.47,3,0.186,0.947,1.278,3,198.63,2,25,415,336.79,51.01,62.61,49.78,732.34,1.105,114.87,1.074,0.919,0.866,54.924,6309.035,609.39,772712.97,10965.47
431.93,1,0.147,0.841,0.802,1,152.14,4,20,415,460.12,48.43,59.08,53.53,608.2,1.061,126.11,1.071,1.098,0.954,70.929,8944.563,572.34,1056591.67,2446.19
428.67,3,0.18,1.17,1.299,3,247.89,4,20,500,413.04,53.1,65.18,46.98,549.04,1.079,118.85,1.069,1.024,1.103,294.184,33914.78,2373.82,3571412.92,8331.43
115.68,1,0.179,1.189,1.223,2,204.58,4,20,415,445.34,57.94,51.54,35.36,787.5,1.147,105.63,1.067,0.923,1.138,29.137,3077.705,235.11,407890.6,3526.12
144.07,3,0.158,1.05,0.934,4,277.92,4,25,415,485.85,74.56,39.24,42.88,813.78,1.157,94.85,1.058,0.93,1.125,91.789,8706.339,1018.41,1584018.88,10994.73
437.14,2,0.103,1.237,0.805,3,239.43,2,20,415,350.17,74.09,60.31,47.64,726.24,1.105,117.12,1.041,1.016,0.893,109.168,12785.527,880.9,2205599.23,5045.48
484.54,4,0.127,1.17,0.944,3,189.66,4,25,415,399.09,72.84,54.42,42.63,663.32,1.014,118.73,1.079,0.909,0.939,349.73,41523.228,3880.29,7044347.61,14538.31
267.94,3,0.15,1.159,1.207,1,124.39,4,30,500,364.05,68.53,46.5,62.53,641.04,1.051,104.61,1.039,1.015,0.954,149.173,15136.804,2037.03,2780513.91,10377.56
106.54,5,0.169,1.09,1.292,2,140.35,2,30,415,436.98,69.07,50.99,48.19,479.95,1.181,119.02,1.048,1.06,0.992,107.924,12844.589,1473.76,2015705.81,18920.01
175.8,5,0.108,1.26,1.055,4,283.06,4,20,415,375.47,40.49,58.41,43.02,576.49,0.956,135.89,1.08,0.902,0.95,137.814,18727.802,1112.04,1711858.02,9737.52
202.22,2,0.135,1.088,1.066,1,138.76,5,25,415,411.89,40.42,50.7,39.42,720.83,0.999,111.23,1.038,1.056,0.943,64.127,7132.875,711.49,949266.94,4694.19
334.03,3,0.134,1.171,0.952,4,261.27,2,20,415,302.31,53.96,59.56,55.88,707.74,1.279,116.58,1.07,1.053,1.005,162.422,18934.95,1310.61,2421415.73,7249.12
374.78,3,0.114,1.133,1.188,2,152.15,4,25,415,299.59,53.8,47.82,38.23,636.11,1.126,115.3,1.064,1.059,0.923,155.735,17956.96,1727.89,2307684.34,6157.48
323.05,4,0.145,0.998,1.262,3,221.5,5,25,415,381.18,56.01,58.45,45.85,400.0,0.988,141.8,1.068,1.045,1.004,229.464,32537.19,2545.93,3520244.62,10897.07
450.65,4,0.175,1.077,0.922,3,205.46,4,20,500,395.76,55.61,54.76,39.74,708.09,0.969,153.2,1.053,0.99,0.982,395.532,58777.508,3191.61,6075924.49,13482.71
54.77,3,0.2,0.906,1.244,2,219.57,2,20,500,373.89,43.77,49.0,35.98,743.05,1.092,89.19,1.047,1.094,0.971,37.361,3232.317,301.47,387901.97,7082.78
225.46,3,0.182,1.282,1.014,2,207.68,4,30,415,376.72,49.83,66.34,40.97,713.18,1.211,112.99,1.051,0.92,0.974,170.053,19215.115,2322.16,2789039.34,12370.27
181.31,1,0.185,0.864,1.198,3,212.6,4,25,500,372.12,52.18,52.7,39.86,637.6,1.054,109.67,1.056,1.074,1.117,39.002,4148.959,432.73,513735.65,2833.45
388.27,1,0.137,1.023,1.29,1,148.51,3,25,415,361.64,65.49,47.5,45.7,589.82,1.149,111.04,1.053,0.938,0.893,72.032,7998.061,799.2,1210639.38,3118.06
356.39,3,0.181,0.825,0.963,3,176.45,2,20,415,390.28,70.85,59.52,50.84,775.71,1.286,111.42,1.074,1.084,1.022,221.911,24726.266,1790.64,3589633.01,10072.12
450.9,5,0.167,0.882,1.242,1,106.08,2,30,415,398.9,54.29,57.42,49.01,790.32,0.914,126.84,1.048,0.909,0.949,515.835,65430.049,7043.99,10904632.74,24183.93
190.99,2,0.133,1.061,1.085,3,223.07,3,20,415,426.61,57.54,44.31,55.39,702.89,1.244,96.6,1.042,0.916,1.051,68.865,6652.282,555.68,960000.18,5026.51
434.99,5,0.14,1.032,1.097,3,232.68,4,25,415,360.05,61.68,46.42,42.71,516.36,1.033,134.21,1.067,0.924,1.114,417.523,56033.78,4632.45,7202613.45,16558.01
292.26,2,0.179,1.263,1.285,1,103.18,5,20,415,421.52,45.65,64.3,53.04,716.35,1.115,95.96,1.037,1.083,1.075,123.464,11847.338,996.25,1379199.31,4719.06
119.01,1,0.121,1.087,1.227,4,220.1,3,20,415,446.18,65.67,50.94,40.19,565.21,1.2,118.12,1.055,1.013,0.898,18.061,2133.29,145.74,300427.15,2524.42
423.08,2,0.174,1.054,1.122,2,178.35,4,30,500,351.78,70.87,56.79,40.23,827.03,0.948,119.73,1.075,1.007,0.857,187.576,21783.858,2561.44,3851479.08,9103.39
155.11,2,0.152,0.942,1.253,4,206.28,4,25,500,445.06,53.57,64.5,46.73,630.4,0.997,115.66,1.076,0.905,0.953,67.032,7520.161,743.73,1048479.44,6759.72
392.12,1,0.117,1.084,1.04,1,125.44,3,25,415,351.99,59.76,46.1,35.27,727.92,0.977,116.14,1.038,1.052,1.077,53.945,6265.155,598.53,958807.18,2445.18
291.6,2,0.142,1.087,0.866,1,128.92,4,25,415,392.94,58.28,55.32,45.18,601.67,0.921,97.92,1.033,0.926,0.929,108.69,10643.369,1205.93,1567592.6,5375.8
281.7,3,0.163,1.244,0.837,2,212.96,2,25,500,328.32,67.41,46.52,46.01,534.97,0.915,99.37,1.041,1.049,1.09,163.254,15735.405,1811.32,2057207.92,7302.88
290.72,1,0.154,1.248,0.819,1,118.94,3,25,415,403.2,72.14,44.26,44.03,693.69,1.257,99.78,1.037,1.054,0.896,52.295,5217.756,580.22,946576.66,3256.03
488.96,5,0.101,1.008,1.244,2,145.18,4,20,500,430.19,40.59,53.19,52.85,801.47,1.272,140.65,1.075,1.051,0.865,301.734,41167.162,2434.74,5930983.3,12129.72
313.09,1,0.182,0.985,1.115,3,160.75,3,25,415,422.02,71.01,63.25,49.15,466.17,0.917,94.47,1.044,1.032,0.948,68.459,6467.328,759.56,956919.39,3056.36
69.88,5,0.173,1.181,0.876,1,107.3,4,20,415,327.88,38.52,53.33,50.2,804.9,1.021,137.31,1.04,1.078,0.974,69.135,9492.665,557.86,856679.42,12259.19
480.15,1,0.13,0.839,0.965,3,235.09,5,20,415,381.94,64.43,47.84,39.32,625.92,1.056,126.92,1.03,1.053,1.068,70.807,8987.053,571.35,1228220.52,2557.97
176.75,2,0.159,0.913,0.939,1,126.7,5,30,415,411.63,71.05,51.18,46.84,586.73,1.242,111.57,1.034,1.011,0.994,67.161,7492.997,917.12,1361906.38,7705.34
261.59,2,0.166,0.942,1.044,1,111.92,3,20,415,421.34,61.83,55.69,39.03,555.85,0.916,109.43,1.037,1.045,0.924,101.28,11082.787,817.25,1369184.41,5234.16
420.4,2,0.122,1.07,1.142,3,253.3,2,25,415,394.85,55.64,44.36,44.33,605.86,1.29,106.77,1.07,1.034,1.075,126.639,13521.298,1405.07,2022369.75,4810.56
88.06,4,0.156,0.89,1.178,4,278.75,3,25,415,301.78,66.57,54.65,46.05,726.74,1.221,122.9,1.036,0.927,0.982,72.563,8918.345,805.1,1280382.14,14539.45
154.66,2,0.112,0.916,0.889,1,106.86,3,25,415,400.71,47.64,60.67,45.96,549.72,0.969,106.65,1.067,1.014,1.115,42.364,4517.961,470.04,610647.67,3948.34
444.59,1,0.164,0.858,0.873,2,154.21,4,25,415,376.2,73.32,51.49,35.25,640.57,1.176,119.36,1.069,0.952,0.996,94.452,11274.251,1047.96,1764868.0,3969.63
102.75,1,0.186,1.041,0.948,4,284.94,4,25,415,359.63,60.46,31.57,48.05,560.97,1.136,116.03,1.041,1.021,1.138,23.04,2673.273,255.63,307909.97,2996.83
282.51,5,0.109,1.082,0.917,4,269.24,4,20,500,389.28,70.81,72.69,47.79,784.15,0.978,129.94,1.052,1.092,1.148,174.846,22037.228,1410.86,3095726.6,10957.81
133.65,4,0.194,0.816,1.273,3,254.55,2,30,415,363.46,55.23,59.16,37.82,731.65,1.041,111.47,1.056,1.041,1.112,124.297,13855.633,1697.34,2026942.41,15166.33
209.31,5,0.116,0.849,1.192,2,136.86,5,20,415,366.71,75.6,58.06,50.78,563.59,1.056,125.98,1.045,0.948,1.062,158.321,19944.709,1277.52,2661566.34,12716.08
405.7,1,0.147,1.235,1.228,2,199.79,2,30,500,326.85,61.65,53.25,46.96,744.98,0.969,100.3,1.058,1.022,1.059,75.365,7332.201,1029.14,1145286.37,2823.01
481.58,4,0.132,1.123,0.802,3,167.64,2,25,415,375.23,61.33,58.46,35.89,699.6,1.164,114.92,1.08,1.097,1.024,294.303,33822.13,3265.32,4838161.62,10046.51
308.26,2,0.115,1.297,1.265,3,193.67,3,25,500,361.24,58.03,54.42,37.07,815.77,1.247,86.2,1.044,1.076,1.016,84.362,7053.659,936.0,1382154.28,4483.75
212.88,5,0.138,1.022,1.024,2,197.56,2,20,500,355.45,38.16,59.77,52.61,687.73,0.91,138.62,1.032,1.05,0.952,170.61,22940.953,1376.68,1970026.88,9254.36
86.07,3,0.138,0.898,1.041,1,142.66,3,25,415,386.16,64.35,53.04,41.66,539.54,1.224,108.89,1.041,0.971,1.035,44.748,4872.766,496.48,745785.96,8665.08
230.67,1,0.197,1.19,0.94,1,100.13,2,25,500,333.87,63.03,50.32,53.38,528.26,1.039,100.68,1.052,1.091,0.998,52.351,5112.854,580.84,652065.58,2826.87
416.24,4,0.157,0.921,0.914,4,220.19,3,20,415,348.1,53.21,51.16,44.12,610.86,1.03,101.45,1.044,1.084,0.994,293.925,29818.177,2371.73,3671475.23,8820.56
390.5,3,0.129,1.034,0.898,2,200.07,5,30,415,428.24,48.85,57.7,39.82,841.09,1.219,124.38,1.066,1.029,1.069,184.615,22962.398,2521.02,3749894.49,9602.79
210.37,5,0.109,1.035,0.823,2,141.35,5,20,500,387.97,71.9,54.19,44.76,454.6,1.155,131.04,1.08,0.996,1.028,145.469,18491.004,1173.82,2371913.67,11274.88
126.47,5,0.172,1.236,0.865,2,159.37,2,25,415,412.86,67.18,56.83,50.1,724.2,0.918,121.51,1.034,0.924,0.86,145.127,17633.822,1610.2,2430937.59,19222.09
294.66,5,0.195,0.997,0.819,4,218.39,3,25,415,388.46,76.97,61.87,44.17,577.37,1.169,131.99,1.063,0.915,0.948,388.56,51284.289,4311.11,7231070.87,24540.29
424.44,2,0.104,1.188,0.98,1,106.69,5,25,415,402.47,60.7,59.03,48.77,510.97,1.232,125.12,1.072,0.933,1.008,121.484,15200.077,1347.88,2375973.02,5597.88
303.05,2,0.198,1.163,0.893,1,150.2,3,25,415,281.3,62.38,50.72,45.48,770.2,1.172,98.87,1.058,0.916,0.933,164.386,16253.625,1823.88,2322812.21,7664.9
293.77,4,0.106,1.232,1.176,2,135.52,2,25,415,464.6,61.25,55.39,47.59,724.86,1.171,104.4,1.073,0.983,1.077,164.921,17216.94,1829.81,2937226.52,9998.55
368.02,5,0.146,1.072,1.219,2,178.24,3,30,415,400.46,73.47,52.57,36.06,701.65,1.273,119.89,1.071,0.955,0.852,362.645,43479.158,4952.1,7894060.61,21450.13
108.23,2,0.176,1.028,1.151,3,229.27,4,30,415,414.42,48.2,65.48,33.87,564.72,0.914,114.28,1.076,0.908,1.048,54.042,6176.02,737.97,849615.95,7850.19
328.39,2,0.198,1.009,1.103,2,135.18,3,20,415,361.08,52.01,54.34,48.38,519.91,1.215,100.37,1.067,1.087,0.93,151.892,15244.747,1225.64,1743342.35,5308.81
85.13,5,0.108,0.952,1.003,2,187.01,3,20,415,392.44,60.33,64.07,56.67,615.71,1.243,121.47,1.038,1.079,0.945,52.176,6338.071,421.02,827294.45,9718.45
121.86,4,0.186,1.253,1.191,4,233.41,5,20,415,414.24,57.13,54.62,40.33,716.75,1.208,130.77,1.053,0.971,0.862,119.811,15668.073,966.77,1825357.0,14978.7
73.15,3,0.136,1.132,0.927,1,150.01,3,20,415,327.49,54.92,50.4,43.5,706.18,1.227,121.01,1.041,0.941,0.963,39.211,4745.053,316.4,582756.23,7966.18
326.41,2,0.189,1.032,0.806,3,239.77,2,20,500,453.21,76.14,46.97,60.92,542.17,0.982,111.64,1.037,1.086,0.97,137.19,14855.82,1107.01,1915305.02,5867.74
483.89,2,0.198,0.902,0.832,3,239.39,3,25,415,320.97,55.9,46.0,42.27,657.84,1.175,111.87,1.071,0.916,0.99,259.666,29048.24,2881.02,3774633.27,7800.63
116.75,3,0.146,0.964,0.935,2,165.88,3,20,415,347.49,60.84,55.23,45.25,591.85,1.155,108.42,1.073,1.025,1.085,62.496,6775.697,504.29,830092.79,7109.86
